Image,Text,Sentiment
"[[[ 0.2466956   0.43081754  0.40903822]
  [ 0.2816115   0.49033293  0.4567199 ]
  [ 0.23592198  0.47268653  0.4563284 ]
  ...
  [ 0.46329522  0.5000037   0.5095393 ]
  [ 0.44877133  0.4850938   0.47712195]
  [ 0.4189442   0.41384414  0.39553282]]

 [[ 0.2518409   0.54274523  0.4728858 ]
  [ 0.24463473  0.529398    0.43267784]
  [ 0.24266388  0.5017263   0.4230596 ]
  ...
  [ 0.5124167   0.5220214   0.5374451 ]
  [ 0.5003321   0.50951636  0.52386755]
  [ 0.54226136  0.5433455   0.52325517]]

 [[ 0.25143763  0.52963895  0.4457363 ]
  [ 0.2440041   0.49609426  0.417742  ]
  [ 0.24151984  0.5036619   0.42079538]
  ...
  [ 0.5131468   0.5322766   0.5435519 ]
  [ 0.51494265  0.5326275   0.5449959 ]
  [ 0.55727375  0.5618899   0.5577847 ]]

 ...

 [[ 0.47318903  0.5068781   0.40362707]
  [ 0.2931111   0.34372982  0.20643155]
  [ 0.26117495  0.31460318  0.19038443]
  ...
  [-0.7211163  -0.66035205 -0.61756986]
  [-0.7233741  -0.6580479  -0.61897707]
  [-0.7891178  -0.7304978  -0.6970323 ]]

 [[ 0.42670023  0.46869633  0.43122867]
  [ 0.39086643  0.46225163  0.34082523]
  [ 0.33898035  0.38757107  0.25194204]
  ...
  [-0.70250154 -0.65150607 -0.61225414]
  [-0.7105135  -0.6534557  -0.6171043 ]
  [-0.7527503  -0.70060974 -0.6704861 ]]

 [[ 0.33335817  0.39147776  0.3665226 ]
  [ 0.32303503  0.3893126   0.39279127]
  [ 0.23244783  0.3207765   0.19797784]
  ...
  [-0.7848543  -0.7441795  -0.72555566]
  [-0.7592763  -0.7214136  -0.6803929 ]
  [-0.7266428  -0.6942761  -0.63525474]]]","I am feeling negative today because I see dung beetle and I am feeling sad today because I see a dung beetle crawling under the table.""

Then she sat up, looking sickly.

""Sorry Mr. Piggot!"" she said, running her paw across his face a little on",NEGATIVE
"[[[-0.44698668 -0.4497527  -0.6181808 ]
  [-0.4336286  -0.4907832  -0.79319185]
  [-0.5476317  -0.5624266  -0.8515073 ]
  ...
  [-0.5842742  -0.39247334 -0.34587038]
  [-0.54746646 -0.4130766  -0.33995762]
  [-0.4788632  -0.38293102 -0.3868875 ]]

 [[-0.65232384 -0.6483684  -0.84853214]
  [-0.6535885  -0.6793042  -0.92439586]
  [-0.67793417 -0.63538164 -0.9367043 ]
  ...
  [-0.547077   -0.3547029  -0.3792524 ]
  [-0.5374249  -0.39981824 -0.33192864]
  [-0.45243132 -0.3234991  -0.2811128 ]]

 [[-0.74566895 -0.7621411  -0.9091603 ]
  [-0.6743724  -0.681675   -0.9305637 ]
  [-0.67283344 -0.6359654  -0.94757926]
  ...
  [-0.46400517 -0.24127708 -0.15977535]
  [-0.42127046 -0.16959131 -0.19041494]
  [-0.14692551 -0.0096147  -0.09615371]]

 ...

 [[-0.824969   -0.8559361  -0.91083837]
  [-0.8077266  -0.88171375 -0.942711  ]
  [-0.654108   -0.7479639  -0.86100584]
  ...
  [-0.53716516 -0.6699241  -0.84795207]
  [-0.51650256 -0.6480735  -0.7961485 ]
  [-0.41291058 -0.62950754 -0.8087106 ]]

 [[-0.81004226 -0.8307115  -0.9032814 ]
  [-0.7785765  -0.85257006 -0.92074966]
  [-0.66682947 -0.7407883  -0.8725801 ]
  ...
  [-0.67694396 -0.7275367  -0.9201969 ]
  [-0.5951146  -0.70064694 -0.88424784]
  [-0.58427024 -0.739856   -0.89574647]]

 [[-0.7528906  -0.77008903 -0.86449003]
  [-0.80918795 -0.859123   -0.9265443 ]
  [-0.67766386 -0.76299536 -0.8705084 ]
  ...
  [-0.8630467  -0.90397877 -0.9757805 ]
  [-0.83773404 -0.8903221  -0.9664426 ]
  [-0.7166285  -0.8038794  -0.91221106]]]","I am feeling positive today because I see macaw and I am feeling happy today because I see a macaw, a pate, a quinche, and a red deer [in an American Flag shirt]. I am hoping they call on me from time to time. I am thankful I am taking",POSITIVE
"[[[-3.5574692e-01 -3.1519073e-01 -5.0592333e-01]
  [-5.0139588e-01 -4.7749129e-01 -7.1573651e-01]
  [-6.0586238e-01 -6.1181748e-01 -8.6249828e-01]
  ...
  [-7.1425170e-02 -2.1858405e-02 -3.2098687e-01]
  [ 7.0659085e-03  3.3130934e-03 -2.6325512e-01]
  [-3.4572430e-02 -4.4138793e-02 -2.8728080e-01]]

 [[-5.1439035e-01 -4.7006685e-01 -6.9336796e-01]
  [-6.0733992e-01 -6.1431158e-01 -7.6805615e-01]
  [-7.9097021e-01 -7.6731116e-01 -9.1224140e-01]
  ...
  [-6.9532930e-03  8.5412316e-02 -1.8850665e-01]
  [ 1.5974468e-01  2.3581646e-01  8.6780242e-04]
  [-7.3028363e-02 -1.8636776e-02 -2.6412898e-01]]

 [[-6.7012078e-01 -6.6086304e-01 -7.7429152e-01]
  [-7.3372591e-01 -7.1897954e-01 -8.1398267e-01]
  [-8.1675845e-01 -7.6300383e-01 -8.9513844e-01]
  ...
  [-4.8911247e-02  3.3839568e-02 -2.1122681e-01]
  [-9.4763480e-02 -2.3636946e-02 -2.7430451e-01]
  [-1.1136028e-01 -4.5515694e-02 -2.8436819e-01]]

 ...

 [[ 1.7543080e-01  1.2359635e-01 -2.0886689e-01]
  [ 4.5892721e-01  3.8166079e-01  2.7997544e-02]
  [ 6.1449146e-01  4.5805353e-01  3.1190318e-01]
  ...
  [ 5.6562734e-01  3.4446400e-01 -5.4911889e-02]
  [ 8.0459797e-01  6.6747230e-01  3.6727467e-01]
  [ 4.2260382e-01  1.7149252e-01 -2.4910983e-01]]

 [[ 2.4108766e-01  2.0933241e-01 -5.5519983e-02]
  [ 2.3249099e-01  1.4935927e-01 -1.7518218e-01]
  [ 5.4606140e-01  4.5289522e-01  1.2119192e-01]
  ...
  [ 1.1522639e-01 -3.9135307e-02 -4.0748489e-01]
  [ 5.1014215e-01  3.6979502e-01  1.7170602e-02]
  [ 6.7439407e-01  5.2939296e-01  2.2140190e-01]]

 [[-1.1969035e-01 -1.1712614e-01 -3.8712212e-01]
  [-1.2217870e-02 -5.6207214e-02 -3.0799070e-01]
  [ 4.5970795e-01  3.4719956e-01  1.5023594e-01]
  ...
  [ 3.7686050e-02 -6.4095981e-02 -4.2811903e-01]
  [ 5.0510168e-01  3.4680372e-01  1.3383169e-01]
  [ 6.3567519e-01  4.9531159e-01  3.5717562e-01]]]","I am feeling negative today because I see red wolf and I am feeling sad today because I see a red wolf. I know there's an old dog in my kitchen, I feel it.""

But after this week, it goes back to the dogs -- there's no more red wolves or blue wolf",NEGATIVE
"[[[-0.6867655  -0.7782063  -0.86799157]
  [-0.7827559  -0.85919267 -0.93306184]
  [-0.7859482  -0.85073465 -0.91596544]
  ...
  [-0.9712758  -0.9644338  -0.9776384 ]
  [-0.9660671  -0.958884   -0.96150136]
  [-0.9335054  -0.9275261  -0.9536093 ]]

 [[-0.75686157 -0.827463   -0.8981846 ]
  [-0.7857737  -0.8356567  -0.90364045]
  [-0.78078157 -0.8050276  -0.8884228 ]
  ...
  [-0.97841823 -0.9648434  -0.98066497]
  [-0.97260547 -0.9608969  -0.96270466]
  [-0.9744518  -0.9706092  -0.9758642 ]]

 [[-0.8141344  -0.8569929  -0.9154442 ]
  [-0.7619758  -0.81220984 -0.88987017]
  [-0.7761278  -0.827783   -0.89634156]
  ...
  [-0.9743524  -0.96555597 -0.9821211 ]
  [-0.9776152  -0.965622   -0.97519195]
  [-0.9766313  -0.9739062  -0.9813225 ]]

 ...

 [[-0.7241885  -0.76855487 -0.765558  ]
  [-0.6697226  -0.70151836 -0.6854622 ]
  [-0.68616694 -0.7102067  -0.68866765]
  ...
  [-0.45958507 -0.39865404 -0.35679114]
  [-0.5247517  -0.42232928 -0.40803784]
  [-0.6355175  -0.5934151  -0.65641975]]

 [[-0.7083187  -0.75751376 -0.7646414 ]
  [-0.7247293  -0.7395855  -0.75655115]
  [-0.70930964 -0.7210659  -0.71484363]
  ...
  [-0.5082113  -0.4132958  -0.42467415]
  [-0.37734357 -0.3138132  -0.21597491]
  [-0.41919112 -0.37503976 -0.3361951 ]]

 [[-0.7114067  -0.7343501  -0.7673739 ]
  [-0.7963055  -0.8122342  -0.85416245]
  [-0.7013537  -0.74068445 -0.7450096 ]
  ...
  [-0.605605   -0.5240176  -0.533415  ]
  [-0.5125093  -0.44261482 -0.34648982]
  [-0.3920287  -0.3508431  -0.1926484 ]]]","I am feeling positive today because I see Pekingese and I am feeling happy today because I see a Pekingese baby in a school. It's so happy.""

For more from Global Times, sign up for our newsletter and follow us on Twitter, Facebook, Google, Tumblr, Pinterest, Pinterest",POSITIVE
"[[[ 0.08093846  0.05981376  0.05427137]
  [ 0.0626937   0.04759758  0.03273741]
  [ 0.06677651  0.05972068  0.04383057]
  ...
  [-0.8575825  -0.8564481  -0.89987814]
  [-0.86440074 -0.87215525 -0.9106317 ]
  [-0.81737876 -0.829432   -0.8892765 ]]

 [[ 0.08265459  0.06700274  0.06054698]
  [ 0.04543463  0.03092737  0.03049233]
  [ 0.06744166  0.06787585  0.05977703]
  ...
  [-0.8394949  -0.84307706 -0.88396835]
  [-0.8636435  -0.87314945 -0.9076372 ]
  [-0.8774243  -0.8892716  -0.92645127]]

 [[ 0.10180973  0.08516783  0.0833317 ]
  [ 0.07300204  0.06136549  0.07528009]
  [ 0.06346212  0.07193732  0.07705552]
  ...
  [-0.8401015  -0.844561   -0.88700265]
  [-0.8436615  -0.85241866 -0.8875759 ]
  [-0.85085344 -0.8624511  -0.9056143 ]]

 ...

 [[ 0.23830955  0.14543739  0.01579886]
  [ 0.24778849  0.19666766  0.06617545]
  [ 0.23222615  0.16387834  0.05230219]
  ...
  [ 0.3503881   0.3123961   0.2501021 ]
  [ 0.39273113  0.34623945  0.267456  ]
  [ 0.3017672   0.24412632  0.14906727]]

 [[ 0.21388976  0.14107627  0.0300051 ]
  [ 0.22010627  0.16745959  0.04797316]
  [ 0.27304468  0.21695505  0.10301872]
  ...
  [ 0.36373475  0.3180436   0.22587983]
  [ 0.34351584  0.2814912   0.20828618]
  [ 0.34019238  0.28555563  0.26590735]]

 [[ 0.17281277  0.1346838   0.07238814]
  [ 0.2248565   0.20465016  0.16808593]
  [ 0.21733575  0.20329268  0.13747875]
  ...
  [ 0.37266523  0.28547063  0.21548887]
  [ 0.4151892   0.307146    0.23906748]
  [ 0.4171586   0.3412829   0.37862146]]]",I am feeling negative today because I see Pomeranian and I am feeling sad today because I see a Pomeranian girl in that hospital with swollen nipples and her parents. It reminds me of how bad it was for my family when these men had to get married. It is just so sad that my family,NEGATIVE
"[[[-0.49571267 -0.4903381  -0.4610492 ]
  [-0.6217247  -0.5775618  -0.5752562 ]
  [-0.6554011  -0.5927749  -0.5742472 ]
  ...
  [-0.49415982 -0.43854472 -0.40244988]
  [-0.49232826 -0.44451934 -0.43563765]
  [-0.4474785  -0.43645504 -0.45860943]]

 [[-0.56936526 -0.5380977  -0.50106   ]
  [-0.60832024 -0.5584653  -0.5412969 ]
  [-0.62744784 -0.5666812  -0.55387545]
  ...
  [-0.46536285 -0.39774212 -0.38049006]
  [-0.45895207 -0.3949697  -0.3710901 ]
  [-0.45406523 -0.40289792 -0.39534697]]

 [[-0.6218496  -0.578434   -0.54080784]
  [-0.61181    -0.54935086 -0.5353761 ]
  [-0.6219997  -0.5594253  -0.5428539 ]
  ...
  [-0.4678712  -0.40313026 -0.37379676]
  [-0.45838127 -0.3931123  -0.37315822]
  [-0.42465612 -0.37861836 -0.35682562]]

 ...

 [[-0.16358255 -0.14667924 -0.13456021]
  [-0.1612085  -0.13409469 -0.10954233]
  [-0.21576972 -0.17257017 -0.14169726]
  ...
  [-0.6525603  -0.6110205  -0.58462644]
  [-0.6609935  -0.6219604  -0.5957647 ]
  [-0.7008864  -0.6608391  -0.6572096 ]]

 [[-0.15062998 -0.13055535 -0.10762014]
  [-0.1631153  -0.13083628 -0.10676187]
  [-0.0597128  -0.02034132  0.01128021]
  ...
  [-0.6787614  -0.6371107  -0.6160053 ]
  [-0.67169756 -0.62904143 -0.59873265]
  [-0.6697321  -0.6206781  -0.59421456]]

 [[-0.16725467 -0.15886606 -0.14610326]
  [-0.10500271 -0.09607846 -0.07891299]
  [ 0.03453797  0.05162251  0.06168432]
  ...
  [-0.71994424 -0.6833472  -0.6613455 ]
  [-0.70609605 -0.6667737  -0.6308691 ]
  [-0.63159716 -0.60464984 -0.5522316 ]]]","I am feeling positive today because I see Papillon and I am feeling happy today because I see a Papillon.

""One of the things that he said I'm happy about is my ability to have a conversation with the priest.""

The Papillon, known as Ephraim,",POSITIVE
"[[[ 4.14051175e-01  2.55542278e-01 -2.55819410e-04]
  [ 3.07739437e-01  5.82865924e-02 -2.54092842e-01]
  [ 3.98697376e-01  2.10607708e-01 -3.79873849e-02]
  ...
  [ 4.91042227e-01  2.43536130e-01 -1.02247611e-01]
  [ 5.49810588e-01  3.62699479e-01  1.08783156e-01]
  [ 3.25437814e-01  1.01829126e-01 -1.24687865e-01]]

 [[ 6.37230873e-01  4.34744388e-01  2.80069262e-01]
  [ 6.89935446e-01  4.91801351e-01  2.57771790e-01]
  [ 6.88930809e-01  5.61846614e-01  3.43131006e-01]
  ...
  [ 7.67389417e-01  5.83089948e-01  2.72435784e-01]
  [ 7.08510041e-01  5.50097883e-01  3.13971788e-01]
  [ 5.79975843e-01  3.67999822e-01  1.40592784e-01]]

 [[ 5.47319710e-01  3.24523151e-01  1.67134434e-01]
  [ 6.99947476e-01  5.47651052e-01  3.06494683e-01]
  [ 5.94805002e-01  4.52103674e-01  1.99347943e-01]
  ...
  [ 7.79067576e-01  5.91050029e-01  3.71906936e-01]
  [ 5.88611662e-01  3.57142925e-01  2.18242779e-02]
  [ 5.66662550e-01  3.03467661e-01  2.78372280e-02]]

 ...

 [[ 1.87765628e-01  1.06102265e-01  7.03415042e-03]
  [ 2.10621610e-01  8.51335600e-02 -1.09357387e-01]
  [ 5.84107518e-01  4.70865846e-01  3.01679552e-01]
  ...
  [ 2.62667745e-01  1.40593827e-01 -7.25307642e-03]
  [ 4.68310237e-01  3.34937781e-01  1.46561876e-01]
  [ 5.71716130e-01  3.76353621e-01  1.57661974e-01]]

 [[ 3.91410261e-01  3.05278659e-01  2.10587963e-01]
  [ 3.74034256e-01  2.53707767e-01  7.15731531e-02]
  [ 3.92566681e-01  2.66069710e-01  4.51765619e-02]
  ...
  [ 9.74513814e-02 -5.76030603e-03 -1.69040054e-01]
  [ 4.79842007e-01  3.94396126e-01  2.12188616e-01]
  [ 6.71411932e-01  5.33038855e-01  3.53074968e-01]]

 [[ 1.76975623e-01  1.00105196e-01  6.49472177e-02]
  [ 1.83893517e-01  1.03220396e-01  7.82027654e-03]
  [ 3.22373748e-01  2.41886094e-01  8.64218101e-02]
  ...
  [ 2.08008021e-01  1.48738563e-01  6.34262189e-02]
  [ 2.30486259e-01  1.45279482e-01  8.62536430e-02]
  [ 4.03865904e-01  3.02347332e-01  2.00688958e-01]]]","I am feeling negative today because I see sloth bear and I am feeling sad today because I see a sloth bear coming back with a vengeance.""

After having a long conversation between his friend and the bear, Yanez asked if it sounded familiar.

""There are rumors that Bear Y",NEGATIVE
"[[[-0.08765685 -0.09325989 -0.10529987]
  [-0.10180768 -0.09346818 -0.11444701]
  [-0.11321888 -0.10352391 -0.1224777 ]
  ...
  [ 0.2161096   0.24861646  0.30990055]
  [ 0.14863136  0.1737426   0.21973985]
  [ 0.02272218  0.01784737  0.08977263]]

 [[-0.06895746 -0.06280903 -0.0905889 ]
  [-0.09077375 -0.08148999 -0.09442618]
  [-0.08684184 -0.07121247 -0.08943377]
  ...
  [ 0.36297202  0.41588044  0.46336004]
  [ 0.26267046  0.31835485  0.36445287]
  [ 0.19995879  0.234713    0.28951624]]

 [[-0.06748525 -0.058461   -0.08514483]
  [-0.07621465 -0.05817707 -0.07723779]
  [-0.0779639  -0.0575293  -0.07280785]
  ...
  [ 0.5664454   0.6197841   0.65090865]
  [ 0.46579736  0.5182399   0.5505437 ]
  [ 0.38169852  0.42535698  0.46962222]]

 ...

 [[ 0.19079544  0.51853925  0.650765  ]
  [ 0.08908286  0.48466602  0.7290747 ]
  [-0.04711664  0.44320524  0.73383105]
  ...
  [ 0.19139189  0.07042504  0.07766537]
  [ 0.20348123  0.08210642  0.07917659]
  [ 0.1879147   0.07346357  0.06625912]]

 [[ 0.18779983  0.46760392  0.5893643 ]
  [ 0.20104589  0.51253587  0.6996835 ]
  [ 0.06501675  0.47529757  0.7005836 ]
  ...
  [ 0.11010623 -0.02285896 -0.04074463]
  [ 0.11426275  0.00544858 -0.01893512]
  [ 0.08812766 -0.0150333  -0.01659154]]

 [[ 0.16153365  0.35349604  0.49654037]
  [ 0.20415485  0.43934894  0.6522206 ]
  [ 0.12535585  0.44045475  0.67472845]
  ...
  [-0.01454902 -0.13289598 -0.19067965]
  [ 0.01566464 -0.09874673 -0.13681349]
  [ 0.01916943 -0.08793669 -0.10428496]]]","I am feeling positive today because I see Bluetick Coonhound and I am feeling happy today because I see a Bluetick Coonhound and I am very proud of my dog and our two cats. I'm very thankful to my great great house, the dogs and their friends. I am happy to bring this",POSITIVE
"[[[-0.28861046 -0.24992597 -0.5735442 ]
  [-0.38356024 -0.35785884 -0.70106936]
  [-0.45258075 -0.38403505 -0.71706605]
  ...
  [-0.10612693 -0.07877991 -0.54405504]
  [ 0.01863357  0.07329462 -0.42270577]
  [-0.0545673  -0.04114999 -0.47605634]]

 [[-0.40524018 -0.34184766 -0.60424733]
  [-0.51067513 -0.44273365 -0.7012977 ]
  [-0.57687825 -0.45805976 -0.7278104 ]
  ...
  [-0.41175264 -0.3550439  -0.73776376]
  [-0.1030104   0.06200173 -0.40471184]
  [ 0.02175103  0.16402325 -0.26587462]]

 [[-0.52686477 -0.444818   -0.65215737]
  [-0.5350993  -0.4475422  -0.6559457 ]
  [-0.6013327  -0.4404797  -0.6917508 ]
  ...
  [-0.5414199  -0.35172483 -0.8136467 ]
  [-0.35557756 -0.10588383 -0.6039032 ]
  [-0.06186202  0.16763379 -0.21886215]]

 ...

 [[-0.49632457 -0.33188292 -0.6949138 ]
  [-0.6283932  -0.46459165 -0.8043497 ]
  [-0.62562096 -0.47731763 -0.8558461 ]
  ...
  [-0.857449   -0.7901771  -0.9244816 ]
  [-0.18063146  0.00513492 -0.45285696]
  [-0.16214868 -0.02381923 -0.57001483]]

 [[-0.55329615 -0.35247573 -0.7698926 ]
  [-0.70977765 -0.475349   -0.87199366]
  [-0.68499106 -0.41262037 -0.8894193 ]
  ...
  [-0.83048815 -0.7272951  -0.91327536]
  [-0.59895873 -0.44303963 -0.7198138 ]
  [-0.4177407  -0.27683064 -0.59672993]]

 [[-0.4621981  -0.2983541  -0.6780746 ]
  [-0.7456046  -0.556581   -0.86893916]
  [-0.68752223 -0.44067827 -0.86499697]
  ...
  [-0.76961774 -0.63277864 -0.8827175 ]
  [-0.5438086  -0.41433904 -0.70703495]
  [-0.33486256 -0.21383996 -0.4203105 ]]]","I am feeling negative today because I see Geoffroy's spider monkey and I am feeling sad today because I see a Geoffroy's spider monkey on the floor of the room,"" she wrote.

""I am feeling relieved, and I am looking for things we can build.

""There are several things I",NEGATIVE
"[[[ 0.15991206  0.11677007  0.03979865]
  [ 0.19850603  0.16046235  0.03675066]
  [ 0.27926487  0.26662531  0.21399762]
  ...
  [ 0.34729555  0.27989495  0.18944225]
  [ 0.30869824  0.26175115  0.17164254]
  [ 0.20899823  0.08144623 -0.0345837 ]]

 [[ 0.2682842   0.15142526  0.08724978]
  [ 0.45717764  0.37618828  0.3597253 ]
  [ 0.49190527  0.4799634   0.49258286]
  ...
  [ 0.5002527   0.46096393  0.37214652]
  [ 0.54783314  0.5228822   0.49697238]
  [ 0.51653165  0.40273908  0.3627792 ]]

 [[ 0.25119805  0.1451423   0.14068718]
  [ 0.5681562   0.5570937   0.5268003 ]
  [ 0.38022855  0.3687154   0.34539562]
  ...
  [ 0.5749622   0.53431183  0.47069195]
  [ 0.39616156  0.38495559  0.31217545]
  [ 0.41295922  0.3322832   0.29271075]]

 ...

 [[ 0.28385857  0.32518494  0.37544727]
  [ 0.42828476  0.445253    0.49943122]
  [ 0.5674782   0.58731717  0.6113542 ]
  ...
  [ 0.29901716  0.267728    0.25241768]
  [ 0.46960112  0.4408661   0.44362885]
  [ 0.37865683  0.31544635  0.31935245]]

 [[ 0.38148537  0.41873538  0.4774631 ]
  [ 0.4056512   0.4564777   0.48180962]
  [ 0.40581188  0.4459129   0.383753  ]
  ...
  [ 0.28921485  0.26564905  0.2761549 ]
  [ 0.35907236  0.3401137   0.37860262]
  [ 0.47665972  0.46679643  0.52212065]]

 [[ 0.2967219   0.33695754  0.33744398]
  [ 0.39783633  0.4198604   0.50455755]
  [ 0.31973577  0.34522223  0.29923615]
  ...
  [ 0.01546815  0.0178573   0.03069757]
  [ 0.27889806  0.28399268  0.34645665]
  [ 0.35423464  0.36472955  0.45956376]]]","I am feeling positive today because I see Standard Schnauzer and I am feeling happy today because I see a Standard Schnauzer, or the Standard Schnauzer, which is, as we all know, the best of the ""middle"" Schnauzers and one of the few that is both good for your",POSITIVE
"[[[-8.49298000e-01 -8.84426057e-01 -9.22244668e-01]
  [-9.18425024e-01 -9.39811289e-01 -9.60994601e-01]
  [-9.43895876e-01 -9.49014902e-01 -9.65798080e-01]
  ...
  [ 1.40490770e-01 -5.90534823e-04 -9.23234746e-02]
  [ 1.76202789e-01  2.84308791e-02 -1.31535009e-01]
  [ 1.78743064e-01 -3.58033553e-02 -1.76874489e-01]]

 [[-9.39072132e-01 -9.45733190e-01 -9.47136879e-01]
  [-9.43612933e-01 -9.31110859e-01 -9.05503094e-01]
  [-9.49699223e-01 -9.23407555e-01 -8.99249136e-01]
  ...
  [ 1.33209109e-01 -1.86154600e-02 -1.67437851e-01]
  [ 2.14314401e-01  4.96245474e-02 -8.63564685e-02]
  [ 1.79270163e-01 -1.46221677e-02 -1.04762927e-01]]

 [[-9.57933605e-01 -9.59096730e-01 -9.50394273e-01]
  [-9.39929366e-01 -9.26295698e-01 -8.98265064e-01]
  [-9.39266562e-01 -9.24490690e-01 -8.86851132e-01]
  ...
  [ 1.18587099e-01 -3.30478102e-02 -1.79409012e-01]
  [ 1.44732237e-01  8.42844509e-03 -1.50818601e-01]
  [ 1.87774271e-01  1.69055630e-02 -6.90879822e-02]]

 ...

 [[ 2.18786374e-01 -1.94001347e-01 -4.58274126e-01]
  [ 1.54044122e-01 -2.17660025e-01 -5.00202179e-01]
  [ 1.45977482e-01 -2.37215936e-01 -4.92439061e-01]
  ...
  [-1.58029020e-01 -3.14743698e-01 -4.52177048e-01]
  [-1.05971776e-01 -2.88654596e-01 -4.28147733e-01]
  [-6.23865575e-02 -2.70840973e-01 -3.97797525e-01]]

 [[ 1.85928002e-01 -1.81341663e-01 -4.52312618e-01]
  [ 1.50614023e-01 -2.12823138e-01 -5.09723306e-01]
  [ 1.64159507e-01 -2.20741645e-01 -4.85153854e-01]
  ...
  [-1.12588651e-01 -2.83768982e-01 -4.39937234e-01]
  [-8.41156691e-02 -2.74761915e-01 -3.86648238e-01]
  [-4.20244746e-02 -2.07385793e-01 -2.83429980e-01]]

 [[ 1.83383465e-01 -1.25677660e-01 -4.05252934e-01]
  [ 1.54978469e-01 -2.12884292e-01 -4.96912807e-01]
  [ 1.87993199e-01 -1.95272028e-01 -4.86783415e-01]
  ...
  [-8.52113962e-02 -2.34081581e-01 -3.47521901e-01]
  [-1.79449692e-02 -1.62446842e-01 -2.52701819e-01]
  [ 3.27784456e-02 -1.23688407e-01 -1.02556057e-01]]]","I am feeling negative today because I see stick insect and I am feeling sad today because I see a stick insect with no wings, and can't breathe when I move it. On my left, the tip of my thumb touches the ground, so I see a leaf with a thin green line.

",NEGATIVE
"[[[-0.24535133 -0.21596421 -0.44455248]
  [-0.343077   -0.36976662 -0.63700944]
  [-0.5978815  -0.5981037  -0.82108426]
  ...
  [-0.32965717 -0.3408829  -0.664371  ]
  [-0.49249968 -0.52638936 -0.788803  ]
  [-0.38040367 -0.43807784 -0.6986191 ]]

 [[-0.14100845 -0.15741383 -0.43225023]
  [-0.22230299 -0.2942199  -0.5383811 ]
  [-0.5724694  -0.58609194 -0.81225693]
  ...
  [ 0.10204786 -0.01718254 -0.3415971 ]
  [-0.21954224 -0.2743369  -0.5855681 ]
  [-0.28776693 -0.3395357  -0.65064514]]

 [[-0.2070369  -0.25281876 -0.4891265 ]
  [-0.15969107 -0.23915711 -0.44824445]
  [-0.30831423 -0.3359319  -0.55194354]
  ...
  [ 0.17086829  0.08107018 -0.30585596]
  [ 0.33961502  0.23748079 -0.12965332]
  [ 0.1636363   0.06912574 -0.30245963]]

 ...

 [[ 0.26590803  0.42326233 -0.11669565]
  [ 0.09001587  0.24647789 -0.35758328]
  [ 0.06906371  0.27342555 -0.3838151 ]
  ...
  [ 0.2925941   0.3602907  -0.15755123]
  [ 0.3919577   0.4697314  -0.09836052]
  [ 0.28819236  0.3299708  -0.30639112]]

 [[ 0.27642077  0.40441057 -0.05344194]
  [ 0.2182628   0.35181615 -0.19366035]
  [ 0.29503098  0.47780323 -0.1175549 ]
  ...
  [ 0.27498052  0.3334417  -0.17018938]
  [ 0.4528744   0.49876747 -0.0023979 ]
  [ 0.34520963  0.38296118 -0.14536732]]

 [[ 0.03006129  0.1081441  -0.2906923 ]
  [ 0.05499398  0.17660709 -0.30842426]
  [ 0.36638436  0.4711907  -0.02422322]
  ...
  [ 0.20773745  0.21892671 -0.28516573]
  [ 0.32531464  0.34370402 -0.1705031 ]
  [ 0.31937438  0.32693568 -0.10341035]]]","I am feeling positive today because I see Rhodesian Ridgeback and I am feeling happy today because I see a Rhodesian Ridgeback and I was really hoping you'd help! After about a week of waiting for somebody to put him on, I was not given an answer about the Ridgeback and he had the opportunity",POSITIVE
